tour_id,alt_dest,prob,pick_count,person_id,mode_choice_logsum,size_term
93102765,35,0.0029344223,1,2270799,-0.04262990537306858,782.4639999999999
93102765,57,0.00029937897,1,2270799,-0.7026906630417684,143.776
93102765,67,0.00089679466,1,2270799,-0.12019069728449797,324.108
93102765,128,0.013531429,1,2270799,-0.10899263714566348,4631.772
93102765,805,0.00013145352,1,2270799,-0.45620748089923385,122.81200000000001
93102765,823,0.0006976872,1,2270799,-0.3237621839386065,404.92
93102765,852,7.3907584e-05,1,2270799,-0.14470983308781257,29.606
93102765,873,0.003016325,1,2270799,0.38876362332587605,855.95
93102765,898,0.007972902,1,2270799,0.645398248616228,1179.282
93102765,916,0.0031107885,1,2270799,2.7468222841087795,101.72800000000001
93102765,918,0.0053863395,1,2270799,1.8174842466528018,217.624
93102765,924,0.002201649,1,2270799,1.1178257456332579,176.256
93102765,925,0.011841111,2,2270799,0.8526157279890303,1377.2440000000001
93102765,940,0.040904634,3,2270799,3.891200797010322,752.5920000000001
93102765,945,0.011314073,1,2270799,1.340246666996907,605.73
93102765,973,0.09491484,2,2270799,4.6356001440723045,1153.218
93102765,982,0.006294714,1,2270799,1.4478258169413403,411.19000000000005
93102765,997,0.0027464882,1,2270799,3.0829780954954913,89.582
93102765,1003,0.008693477,1,2270799,1.487935362554868,465.972
93102765,1021,0.007720216,1,2270799,1.5511219007241852,706.744
93102765,1026,0.00953228,1,2270799,1.1678963150024237,930.4300000000001
93102765,1043,0.004956388,1,2270799,0.7730152098343642,803.694
93102765,1049,0.013076093,1,2270799,1.298679029084553,2384.16
93102765,1148,0.010434518,1,2270799,0.012633827692686382,5223.76
93102765,1152,0.00028752658,1,2270799,0.6637628049927871,60.099999999999994
93102765,1156,0.00024778073,1,2270799,0.5488372417760773,56.704
