job_sector,income_category,age_category,rate
0,0,0,0
0,0,1,0.139478381
0,0,2,0.14376647
0,1,0,0
0,1,1,0.301973272
0,1,2,0.202883861
0,2,0,0
0,2,1,0.519486467
0,2,2,0.445703188
1,0,0,0.359758816
1,0,1,0.454099031
1,0,2,0.270094429
1,1,0,0.483717728
1,1,1,0.594915849
1,1,2,0.393499069
1,2,0,0.327543492
1,2,1,0.823396025
1,2,2,0.612518643
