trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,destination_logsum,chunk_id,earliest,latest,tour_hour,next_trip_id,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23
724360043,2208414,835083,90545005,univ,3,True,3,univ,1198,1206,,153,17.0,17.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
903730755,2755276,1050210,112966344,othmaint,3,True,3,othmaint,1359,1361,,600,6.0,6.0,6,0,0.0,0.0,0.326226519,0.0,0.0,0.0,0.0,0.17497469100000002,0.0,0.373408666,0.125390124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815084091,5533792,2120022,226885511,work,3,True,3,work,435,677,,389,18.0,18.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1833727547,5590632,2139179,229215943,univ,3,True,3,univ,557,552,,396,17.0,17.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
764459355,2330668,877500,95557419,univ,3,True,3,univ,1198,1189,,137,17.0,17.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1387990467,4231678,1669375,173498808,escort,3,True,3,escort,301,355,,740,18.0,18.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78249237,0.21750763,0.0,0.0,0.0
1492087995,4549048,1766567,186510999,univ,3,True,3,univ,543,541,,312,16.0,16.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
460128643,1402831,534717,57516080,escort,3,True,4,escort,742,730,12.670188818289878,558,8.0,8.0,8,460128644,0.0,0.0,0.0,0.32761399,0.648736988,0.023649022999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111881091,341100,130836,13985136,social,3,True,3,social,812,839,,518,16.0,16.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669721839999999,0.0,0.433027816,0.0,0.0,0.0
193554515,590105,233439,24194314,escort,3,True,3,escort,861,863,,547,7.0,7.0,7,0,0.0,0.0,0.0,0.0,0.0,0.045211707000000004,0.0,0.0,0.126121874,0.0,0.277934232,0.221864174,0.0,0.328868013,0.0,0.0,0.0,0.0,0.0
796524643,2428428,913109,99565580,school,3,True,3,school,1109,1141,,178,16.0,16.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637190616,0.362809384,0.0,0.0,0.0,0.0,0.0
1563701563,4767382,1838777,195462695,shopping,3,True,4,shopping,607,627,9.39380842499451,792,12.0,12.0,12,1563701564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17831751699999998,0.451517182,0.27737762,0.065198536,0.0,0.009801894,0.017787251,0.0,0.0,0.0,0.0,0.0
