job_sector,income_category,age_category,rate
0,0,0,0
0,0,1,0.046492794
0,0,2,0.047922157
0,1,0,0
0,1,1,0.100657757
0,1,2,0.067627954
0,2,0,0
0,2,1,0.173162156
0,2,2,0.148567729
1,0,0,0.119919605
1,0,1,0.151366344
1,0,2,0.090031476
1,1,0,0.161239243
1,1,1,0.198305283
1,1,2,0.131166356
1,2,0,0.109181164
1,2,1,0.274465342
1,2,2,0.204172881
