job_sector,income_category,age_category,rate
0,0,0,0.0
0,0,1,0.09298558722823122
0,0,2,0.09584431303544437
0,1,0,0.05742207284401896
0,1,1,0.20131551445097548
0,1,2,0.13525590760010311
0,2,0,0.05867804186901156
0,2,1,0.34632431104365446
0,2,2,0.2971354587531887
1,0,0,0.23983921087937893
1,0,1,0.3027326870898989
1,0,2,0.18006295259022617
1,1,0,0.3224784854471186
1,1,1,0.3966105658214628
1,1,2,0.26233271263241964
1,2,0,0.21836232806364897
1,2,1,0.5489306833934834
1,2,2,0.4083457617325955
