TAZ,work_low,work_med,work_high,work_veryhigh
274,1,4,7,18
275,2,3,5,4
276,0,3,8,25
277,1,0,4,2
278,1,6,6,17
279,1,0,3,4
280,0,0,0,0
281,0,0,0,0
282,1,3,7,10
283,9,17,17,60
284,0,1,2,4
285,0,1,0,11
286,0,5,3,11
287,1,1,1,2
288,1,4,8,10
289,0,0,0,0
290,0,1,0,3
291,0,0,1,2
292,0,0,0,1
293,1,2,2,2
294,0,1,1,1
295,0,1,4,9
296,0,0,0,0
297,0,0,0,0
298,0,0,0,0
299,0,0,0,0
300,2,0,5,4
301,0,1,2,4
302,0,0,0,0
303,0,0,0,2
304,0,2,2,4
305,0,2,0,3
306,0,2,0,0
307,1,0,1,1
308,0,0,0,0
309,1,0,3,4
310,1,0,0,0
311,0,1,0,4
312,0,0,1,2
313,0,0,0,0
314,0,1,8,7
315,4,7,14,42
316,0,3,4,8
317,0,2,4,11
318,4,7,13,20
319,0,6,7,12
320,0,2,3,5
321,2,12,18,42
322,4,1,11,28
323,2,0,2,5
324,0,0,1,0
325,0,1,1,0
326,0,2,0,0
327,0,0,0,1
328,1,0,6,5
329,0,0,0,0
330,0,1,0,2
331,2,4,0,7
332,0,3,1,2
333,0,1,0,2
334,1,1,3,1
335,0,1,1,4
336,0,0,0,1
337,1,1,1,2
338,2,1,7,13
339,0,0,2,4
340,3,6,9,8
341,1,3,4,13
342,4,1,7,18
343,0,2,6,13
344,0,2,1,5
345,0,1,0,4
346,2,2,4,5
347,0,0,0,0
348,1,1,1,3
349,0,4,3,5
350,1,1,1,2
351,0,0,0,1
352,0,1,0,1
353,0,1,1,1
354,1,2,3,9
355,4,8,7,24
356,1,2,10,17
357,0,4,7,17
358,0,4,1,5
359,0,0,0,4
360,1,3,1,5
361,0,3,3,6
362,3,1,8,10
363,0,0,4,4
364,3,4,7,19
365,2,9,18,21
366,2,0,3,5
367,1,2,2,6
368,0,0,2,3
369,0,2,7,6
370,0,0,0,0
371,0,2,2,6
372,2,1,2,2
373,1,0,1,2
374,0,1,0,2
375,0,1,1,1
376,3,21,18,41
377,0,3,0,10
378,5,14,12,23
379,1,2,3,2
380,0,6,15,21
381,4,5,11,20
382,0,0,0,0
383,0,5,1,7
384,0,3,0,8
385,1,0,1,6
386,1,0,0,1
387,0,2,2,3
388,0,0,0,0
389,0,0,1,1
390,0,0,0,0
391,0,0,0,0
392,1,0,1,1
393,3,3,3,6
394,1,1,1,1
395,0,0,0,1
396,0,3,3,6
397,0,0,1,0
398,0,0,0,0
399,2,1,2,10
400,0,0,0,4
401,0,0,3,3
402,0,0,0,0
403,2,1,3,20
404,0,0,1,1
405,0,0,0,0
406,2,5,1,8
407,1,1,1,1
408,0,0,2,1
409,1,2,0,1
410,3,6,7,7
411,0,1,1,3
412,1,2,1,8
413,0,0,1,0
414,0,3,2,12
415,4,13,16,26
416,7,8,10,30
417,3,4,5,12
418,1,5,4,11
419,5,10,10,24
420,7,8,15,23
421,2,3,6,13
422,0,3,4,3
423,0,0,0,0
424,1,2,2,3
425,1,3,3,4
426,1,0,0,1
427,0,2,1,2
428,0,0,0,0
429,1,1,3,9
430,1,5,13,20
431,0,0,1,2
432,1,2,0,5
433,1,4,1,5
434,0,6,5,18
435,4,8,9,16
436,1,5,1,11
437,1,5,7,10
438,2,1,1,4
439,1,5,4,3
440,0,0,4,8
441,1,1,4,2
442,0,5,5,13
443,3,8,7,22
444,3,4,11,24
445,0,0,0,0
446,2,2,3,3
447,2,1,3,2
448,3,4,7,17
449,2,5,7,16
450,0,2,4,9
451,1,5,2,6
452,0,0,2,2
453,0,0,0,1
454,0,1,1,1
455,2,0,0,3
456,0,1,0,0
457,0,0,0,0
458,0,0,1,0
459,0,0,0,0
460,0,1,0,1
461,0,0,0,0
462,0,1,0,0
463,0,0,1,1
464,0,0,0,3
465,1,0,0,1
466,1,2,0,1
467,0,0,0,2
468,0,0,0,0
469,0,0,1,1
470,0,0,2,1
471,0,1,0,0
472,0,2,0,3
473,0,0,0,0
474,0,1,1,0
475,0,0,0,0
476,0,0,0,1
477,0,0,0,0
478,1,0,0,2
479,1,0,0,1
480,1,1,0,1
481,14,10,10,20
482,0,0,1,1
483,0,0,0,1
484,0,0,0,2
485,0,0,0,1
486,3,1,4,6
487,0,0,0,1
488,0,0,0,0
489,0,0,0,1
490,0,2,2,1
491,0,0,1,2
492,0,0,0,1
493,0,0,0,1
494,0,1,3,1
495,0,0,0,0
496,0,1,3,7
497,0,3,5,10
498,1,2,5,6
499,6,6,4,12
500,0,0,2,1
501,0,0,1,0
502,0,1,0,0
503,6,6,7,10
504,1,0,0,1
505,0,0,0,1
506,0,0,0,0
507,1,1,1,1
508,0,0,0,1
509,0,0,0,2
510,0,0,1,1
511,0,0,0,0
512,0,0,0,0
513,0,0,0,0
514,0,0,0,1
515,0,0,2,3
516,1,3,5,5
517,0,0,0,3
518,0,0,0,0
519,0,0,0,0
520,0,1,0,1
521,0,0,0,0
522,0,0,1,0
523,0,1,4,4
524,4,6,0,8
525,1,2,1,8
526,0,0,2,3
527,1,0,0,1
528,0,0,0,0
529,0,0,0,1
530,0,1,0,0
531,1,2,1,0
532,0,0,0,1
533,1,0,1,0
534,0,0,0,2
535,1,5,5,14
536,0,0,1,0
537,0,0,1,3
538,0,1,0,2
539,0,0,0,0
540,2,1,0,0
541,0,0,0,1
542,0,1,0,3
543,0,1,0,2
544,1,4,2,8
545,0,0,0,1
546,1,2,2,1
547,5,3,6,14
548,0,2,1,4
549,0,0,1,0
550,0,0,0,1
551,0,2,1,2
552,0,0,0,0
553,0,2,0,1
554,0,0,1,2
555,2,0,0,2
556,1,0,1,0
557,0,0,0,0
558,0,0,0,0
559,0,0,0,1
560,0,0,1,1
561,0,1,0,0
562,5,8,17,38
563,0,1,0,0
564,0,2,2,2
565,0,0,1,0
566,0,0,1,4
567,1,1,1,3
568,3,2,0,1
569,0,0,0,1
570,0,2,0,0
571,0,1,2,1
572,1,0,0,0
573,0,0,0,0
574,3,13,16,27
575,0,1,1,3
576,0,3,1,1
577,2,2,3,12
578,1,1,1,4
579,1,1,1,0
580,0,3,0,0
581,1,0,0,2
582,0,3,1,1
583,2,5,3,15
584,0,1,1,1
585,0,3,0,0
586,0,1,0,2
587,0,1,0,0
588,2,11,3,15
589,0,0,1,1
590,0,0,0,0
591,1,2,0,6
592,0,2,0,0
593,0,0,0,1
594,0,0,2,1
595,0,0,2,1
596,0,1,1,0
597,0,2,1,0
598,1,0,4,2
599,0,0,1,2
600,0,0,0,2
601,0,0,0,1
602,5,8,3,22
603,0,1,0,2
604,0,0,2,0
605,0,1,1,5
606,0,1,0,2
607,0,0,2,0
608,0,5,4,5
609,0,1,0,0
610,0,1,1,3
611,1,1,1,2
612,0,1,0,2
613,0,1,1,1
614,0,0,1,6
615,1,0,2,2
616,1,1,0,2
617,0,0,1,1
618,0,0,0,0
619,0,0,1,0
620,0,0,0,1
621,0,2,0,0
622,0,2,0,5
623,0,0,0,0
624,1,0,0,0
625,4,7,14,11
626,0,3,2,12
627,0,0,0,1
628,0,1,1,0
629,0,0,1,1
630,0,0,0,1
631,0,1,2,3
632,0,1,1,1
633,1,3,1,3
634,0,1,1,0
635,1,4,5,5
636,0,0,0,0
637,1,1,0,3
638,0,1,1,4
639,0,0,1,0
640,0,0,1,1
641,0,0,0,2
642,0,1,0,0
643,0,0,1,2
644,0,0,0,0
645,2,5,5,9
646,1,2,5,10
647,1,5,4,5
648,0,0,0,0
649,0,0,0,1
650,0,2,0,0
651,0,0,1,1
652,0,0,0,1
653,0,0,0,1
654,0,1,2,2
655,0,0,0,0
656,0,0,0,0
657,0,2,2,5
658,1,2,0,6
659,0,0,0,1
660,0,0,0,0
661,0,3,0,1
662,0,4,1,2
663,0,0,1,2
664,2,0,0,2
665,0,3,2,2
666,0,0,1,0
667,0,1,1,5
668,1,1,1,5
669,0,1,0,1
670,0,0,0,1
671,1,1,0,0
672,0,1,0,3
673,0,1,0,0
674,0,1,1,3
675,8,23,23,38
676,0,0,0,0
677,0,2,0,0
678,0,0,0,1
679,0,1,1,0
680,0,0,0,0
681,3,7,12,18
682,2,4,6,3
683,1,0,1,1
684,0,2,1,0
685,0,0,1,0
686,5,5,3,10
687,1,1,2,0
688,0,0,0,0
689,0,1,2,1
690,0,14,8,17
691,2,2,2,2
692,0,0,0,0
693,0,1,1,2
694,0,2,2,1
695,2,1,4,4
696,0,1,1,0
697,0,0,0,0
698,0,2,1,1
699,0,1,1,2
700,0,0,1,2
701,2,0,1,2
702,1,3,3,2
703,0,0,0,1
704,0,1,0,1
705,0,1,1,1
706,0,0,0,0
707,1,1,1,0
708,0,1,0,1
709,2,3,4,2
710,0,1,0,1
711,0,3,2,4
712,0,0,0,0
713,0,2,1,0
714,0,0,0,0
715,0,0,0,0
716,0,0,0,1
717,0,4,1,4
718,1,2,1,1
719,4,6,9,10
720,0,1,0,3
721,0,0,1,0
722,1,0,3,2
723,0,0,1,0
724,0,1,1,0
725,0,0,1,0
726,0,0,0,0
727,0,1,0,2
728,0,0,1,1
729,0,0,0,1
730,0,0,3,4
731,4,4,1,3
732,1,1,2,1
733,1,0,1,1
734,0,3,1,5
735,0,0,0,2
736,0,3,3,4
737,0,0,0,0
738,0,1,0,2
739,0,1,0,4
740,0,0,0,1
741,1,1,5,5
742,0,0,2,4
743,0,0,2,2
744,0,0,1,5
745,0,0,0,0
746,0,0,0,2
747,0,0,0,1
748,0,0,0,0
749,0,1,0,0
750,0,0,0,0
751,1,1,4,0
752,1,0,0,2
753,0,4,0,2
754,0,1,2,3
755,0,0,0,0
756,0,0,2,3
757,1,3,1,5
758,1,4,4,8
759,1,4,2,5
760,2,13,12,33
761,0,1,1,0
762,0,0,0,1
763,0,0,1,2
764,1,0,3,5
765,0,0,0,1
766,0,2,2,3
767,0,0,1,4
768,2,0,2,3
769,1,2,2,10
770,0,0,0,3
771,0,0,0,2
772,0,0,0,3
773,0,6,7,9
774,0,0,3,7
775,2,1,5,18
776,0,1,1,11
777,1,2,4,14
778,0,1,3,7
779,0,0,0,0
780,4,5,8,26
781,2,0,0,3
782,2,3,6,17
783,1,6,3,6
784,7,8,25,53
785,0,1,1,0
786,0,2,2,3
787,1,3,0,6
788,1,0,0,0
789,3,3,9,13
790,0,2,0,1
791,0,1,1,0
792,0,1,1,3
793,0,3,1,7
794,0,0,0,0
795,0,1,1,0
796,0,0,0,1
797,0,0,1,0
798,0,0,0,0
799,0,0,1,4
800,0,0,0,0
801,1,0,3,2
802,0,2,4,7
803,0,2,2,5
804,0,1,0,0
805,0,0,0,0
806,4,6,5,12
807,1,5,9,20
808,1,2,3,10
809,4,6,4,39
810,1,6,8,11
811,0,1,1,3
812,0,1,0,3
813,3,2,4,1
814,1,2,2,0
815,0,0,3,0
816,0,0,0,2
817,1,0,0,0
818,0,0,0,0
819,0,0,0,0
820,0,0,1,2
821,0,0,2,1
822,2,5,7,21
823,1,0,1,3
824,5,13,9,13
825,0,0,1,0
826,0,0,4,0
827,0,1,2,4
828,0,4,2,4
829,0,0,0,0
830,0,1,0,0
831,0,0,0,1
832,0,1,1,4
833,0,0,0,1
834,3,3,1,8
835,0,0,1,1
836,1,2,2,4
837,0,0,0,1
838,1,0,2,4
839,2,1,2,4
840,7,5,7,13
841,3,9,8,10
842,2,5,7,9
843,0,1,2,4
844,2,2,1,3
845,0,0,0,0
846,0,0,1,1
847,0,0,1,0
848,1,1,1,4
849,0,1,2,3
850,0,0,0,1
851,0,0,0,0
852,0,0,3,0
853,0,0,0,1
854,1,0,1,1
855,0,0,0,1
856,4,8,7,14
857,1,4,3,2
858,5,9,7,20
859,0,0,0,3
860,0,0,0,0
861,3,3,7,2
862,1,0,2,6
863,0,2,0,2
864,0,1,0,1
865,0,0,0,2
866,0,1,0,0
867,0,0,1,1
868,1,2,1,3
869,0,0,2,0
870,0,0,0,1
871,3,7,9,13
872,0,0,4,2
873,1,1,6,10
874,0,0,0,1
875,0,1,1,2
876,0,0,3,2
877,0,1,0,1
878,0,0,0,2
879,0,0,0,0
880,0,1,5,3
881,5,4,6,17
882,1,0,0,0
883,1,0,2,3
884,0,0,1,3
885,0,0,0,1
886,0,0,0,4
887,0,0,0,0
888,0,0,0,1
889,1,0,3,4
890,2,3,4,9
891,0,0,2,7
892,0,0,1,0
893,0,1,0,2
894,0,1,1,5
895,1,6,2,5
896,0,1,0,4
897,0,0,0,6
898,9,12,15,68
899,2,6,12,29
900,2,3,6,15
901,0,2,11,19
902,0,0,1,2
903,0,0,4,2
904,1,4,8,6
905,0,1,0,0
906,0,0,1,3
907,0,6,3,9
908,1,1,1,1
909,0,0,1,1
910,0,2,1,3
911,1,0,0,1
912,0,0,1,2
913,1,2,2,1
914,0,1,1,2
915,0,0,2,1
916,0,0,1,8
917,1,0,0,2
918,0,3,2,5
919,1,0,3,1
920,0,1,1,3
921,0,4,12,20
922,4,5,13,16
923,2,3,3,3
924,1,2,3,4
925,4,16,7,20
926,0,0,1,4
927,2,1,0,1
928,0,0,0,0
929,4,5,7,15
930,2,3,4,1
931,0,0,0,0
932,1,0,3,2
933,0,0,0,2
934,0,0,0,3
935,0,0,0,2
936,0,0,2,3
937,1,3,3,6
938,3,2,3,11
939,0,0,1,3
940,3,6,8,7
941,5,7,3,19
942,0,1,0,1
943,0,2,1,3
944,1,1,2,8
945,4,6,7,18
946,0,0,0,1
947,1,0,1,1
948,3,4,3,13
949,0,1,0,2
950,0,0,4,2
951,0,0,0,1
952,0,0,2,0
953,1,1,0,1
954,1,3,3,5
955,6,7,12,33
956,0,0,0,2
957,0,2,0,5
958,0,1,2,4
959,1,2,0,3
960,0,1,1,2
961,1,0,3,6
962,1,1,4,4
963,1,2,3,11
964,0,1,1,1
965,0,1,0,5
966,0,0,1,2
967,1,4,5,7
968,0,3,0,2
969,0,0,0,4
970,0,0,1,1
971,0,2,3,7
972,0,2,1,2
973,3,10,3,8
974,0,0,0,0
975,1,3,3,2
976,0,0,0,2
977,1,3,4,8
978,0,1,0,0
979,0,3,0,2
980,0,0,0,0
981,0,0,0,1
982,2,5,6,9
983,3,5,15,29
984,0,0,0,4
985,1,3,10,15
986,0,2,0,1
987,0,1,0,1
988,0,0,0,0
989,0,0,2,4
990,1,0,0,0
991,0,0,0,3
992,0,1,0,0
993,1,0,0,2
994,0,1,0,1
995,0,0,3,2
996,0,1,0,1
997,0,0,0,3
998,0,0,0,3
999,0,1,2,10
1000,0,0,1,1
1001,0,6,2,2
1002,0,0,1,1
1003,3,4,4,9
1004,2,4,2,9
1005,0,0,0,1
1006,0,0,0,0
1007,0,0,1,0
1008,0,1,0,0
1009,1,4,11,13
1010,3,11,12,15
1011,1,2,0,5
1012,0,0,1,2
1013,0,2,3,11
1014,0,2,3,6
1015,1,4,8,9
1016,1,1,3,3
1017,1,1,1,6
1018,0,0,1,1
1019,0,3,5,9
1020,0,2,0,4
1021,2,2,3,5
1022,2,1,3,4
1023,3,4,3,9
1024,0,2,1,8
1025,4,5,7,9
1026,4,6,3,20
1027,1,1,3,3
1028,0,3,2,8
1029,1,2,3,11
1030,5,4,7,26
1031,0,1,0,0
1032,0,0,0,2
1033,1,3,1,4
1034,2,0,0,6
1035,0,3,4,12
1036,1,0,1,8
1037,0,0,1,1
1038,0,0,0,3
1039,6,3,6,16
1040,0,0,7,1
1041,0,2,0,6
1042,0,1,1,5
1043,1,5,1,9
1044,0,0,0,0
1045,2,3,4,12
1046,1,0,2,3
1047,7,8,5,18
1048,0,2,3,6
1049,7,10,16,28
1050,3,3,7,4
1051,0,0,0,3
1052,0,1,0,1
1053,1,1,2,10
1054,0,0,1,1
1055,2,4,3,4
1056,1,0,0,4
1057,11,7,9,24
1058,2,2,1,4
1059,1,1,1,0
1060,0,2,0,2
1061,1,1,3,7
1062,0,0,1,0
1063,0,1,0,0
1064,0,0,0,3
1065,0,0,0,1
1066,0,0,0,3
1067,2,2,1,7
1068,0,1,0,1
1069,1,2,1,9
1070,0,0,2,0
1071,0,1,1,1
1072,0,0,3,3
1073,0,1,0,2
1074,0,0,0,0
1075,0,0,0,3
1076,0,1,2,7
1077,0,0,0,1
1078,1,2,2,2
1079,0,0,1,0
1080,0,0,1,1
1081,0,0,1,0
1082,1,6,2,3
1083,1,1,0,4
1084,0,1,0,0
1085,0,0,0,1
1086,0,0,0,3
1087,0,0,0,0
1088,0,0,0,0
1089,0,0,0,0
1090,0,3,0,3
1091,0,0,1,1
1092,0,0,0,0
1093,1,0,1,1
1094,0,1,1,0
1095,1,3,0,4
1096,0,3,0,3
1097,0,1,2,3
1098,0,0,0,0
1099,0,0,0,0
1100,0,0,1,4
1101,0,3,3,2
1102,0,0,0,0
1103,0,0,1,0
1104,0,0,0,2
1105,1,0,1,6
1106,0,1,1,2
1107,1,6,3,19
1108,1,2,1,2
1109,0,2,0,3
1110,0,0,0,2
1111,0,2,1,2
1112,2,1,2,3
1113,7,10,17,40
1114,0,0,1,3
1115,0,0,0,2
1116,0,1,4,3
1117,0,1,0,0
1118,8,16,27,67
1119,0,1,1,3
1120,0,1,1,2
1121,0,1,1,0
1122,0,2,0,0
1123,1,0,1,10
1124,0,2,0,0
1125,0,0,1,2
1126,1,0,1,0
1127,0,0,1,0
1128,0,3,0,2
1129,0,0,0,2
1130,0,0,4,1
1131,0,0,1,0
1132,0,0,0,0
1133,0,0,0,0
1134,0,0,0,0
1135,0,1,2,2
1136,0,1,2,3
1137,0,0,0,1
1138,0,1,0,0
1139,0,1,0,0
1140,1,0,1,0
1141,0,0,0,0
1142,2,0,5,1
1143,0,0,0,0
1144,0,0,2,1
1145,0,0,0,0
1146,0,0,0,2
1147,0,0,0,2
1148,11,21,16,35
1149,0,0,0,2
1150,1,0,0,1
1151,0,0,0,0
1152,0,0,0,1
1153,0,0,1,1
1154,0,0,0,2
1155,0,0,1,4
1156,1,0,2,0
1157,0,0,0,1
1158,0,0,1,2
1159,0,2,1,3
1160,0,0,0,2
1161,0,0,1,1
1162,0,0,0,0
1163,0,0,0,0
1164,0,1,0,0
1165,0,0,0,0
1166,0,0,0,0
1167,0,0,1,1
1168,0,1,0,0
1169,3,5,7,20
1170,4,5,9,16
1171,0,0,0,0
1172,0,0,1,1
1173,0,2,2,1
1174,0,2,1,1
1175,0,1,0,1
1176,0,0,0,0
1177,0,0,0,1
1178,0,0,5,9
1179,0,0,0,0
1180,0,2,3,6
1181,0,0,0,1
1182,1,0,0,1
1183,0,0,0,0
1184,0,0,0,1
1185,1,0,4,5
1186,2,9,38,49
1187,0,0,0,2
1188,0,1,0,1
1189,0,0,0,0
1190,0,0,1,1
1191,0,1,1,1
1192,0,0,0,3
1193,0,0,0,0
1194,2,2,0,2
1195,0,0,0,0
1196,0,0,1,1
1197,0,2,2,8
1198,3,4,4,13
1199,4,10,8,29
1200,0,1,1,5
1201,0,0,0,2
1202,0,0,2,0
1203,0,0,0,0
1204,0,0,0,0
1205,2,11,10,28
1206,0,0,0,1
1207,2,1,1,3
1208,1,3,4,7
1209,1,0,0,2
1210,3,7,8,19
1211,2,2,5,11
1212,0,0,0,0
1213,0,0,1,1
1214,2,1,2,2
1215,0,1,2,2
1216,2,4,1,7
1217,0,0,0,3
1218,5,5,5,23
1219,0,0,0,1
1220,0,0,0,1
1221,1,0,0,3
1222,0,0,2,4
1223,0,0,2,0
1224,0,1,0,1
1225,1,1,0,2
1226,0,0,0,0
1227,0,0,0,0
1228,4,2,7,9
1229,0,1,2,6
1230,0,0,0,3
1231,0,0,0,0
1232,0,0,0,0
1233,1,1,1,3
1234,2,0,0,1
1235,2,1,0,2
1236,0,0,0,1
1237,0,0,0,1
1238,0,1,0,1
1239,0,0,0,0
1240,3,3,4,5
1241,0,0,0,1
1242,0,1,1,4
1243,0,2,1,2
1244,2,3,1,7
1245,0,2,1,2
1246,0,0,0,1
1247,0,1,0,1
1248,1,3,11,6
1249,1,0,2,7
1250,2,2,10,25
1251,0,0,0,0
1252,0,0,0,1
1253,0,0,0,1
1254,0,4,0,6
1255,0,0,0,2
1256,2,0,4,4
1257,2,1,3,2
1258,0,0,0,0
1259,1,1,0,0
1260,1,1,1,0
1261,3,1,3,5
1262,0,1,1,1
1263,0,0,0,0
1264,1,1,2,7
1265,0,0,1,0
1266,0,0,0,0
1267,4,10,11,46
1268,0,0,1,1
1269,0,0,1,3
1270,0,1,0,1
1271,0,0,1,1
1272,0,0,1,3
1273,0,0,0,1
1274,0,0,1,4
1275,1,1,0,5
1276,0,2,2,7
1277,0,0,1,1
1278,0,0,1,1
1279,0,0,0,0
1280,0,0,0,0
1281,0,1,0,1
1282,0,0,0,0
1283,0,3,0,4
1284,2,2,4,3
1285,4,6,9,22
1286,0,3,2,6
1287,2,0,3,0
1288,0,0,0,0
1289,0,1,3,5
1290,0,0,0,1
1291,0,0,0,2
1292,0,0,0,1
1293,0,1,0,1
1294,0,0,1,0
1295,0,5,2,4
1296,0,0,1,4
1297,0,2,0,1
1298,1,1,2,9
1299,0,1,4,5
1300,0,1,0,6
1301,1,3,2,4
1302,0,0,0,0
1303,1,1,0,1
1304,1,0,1,1
1305,0,1,0,2
1306,0,0,2,1
1307,0,0,3,17
1308,0,0,0,0
1309,0,0,0,1
1310,0,0,0,1
1311,0,0,0,0
1312,0,0,1,0
1313,0,0,0,0
1314,0,0,1,1
1315,0,0,0,2
1316,0,0,1,0
1317,0,2,0,2
1318,0,0,0,0
1319,1,2,3,9
1320,0,0,1,1
1321,0,1,0,1
1322,0,0,4,3
1323,0,0,1,0
1324,0,0,1,1
1325,0,0,1,1
1326,1,3,2,8
1327,0,0,0,1
1328,0,0,0,2
1329,0,1,0,0
1330,4,4,4,12
1331,1,2,3,6
1332,0,0,2,3
1333,0,2,1,2
1334,1,2,6,14
1335,0,1,0,3
1336,2,3,5,4
1337,0,1,3,1
1338,0,0,0,2
1339,1,3,1,1
1340,0,2,1,1
1341,0,0,1,2
1342,0,2,1,2
1343,0,0,3,0
1344,0,0,1,2
1345,1,1,1,4
1346,2,2,0,0
1347,1,1,0,0
1348,0,1,0,2
1349,0,2,4,5
1350,0,0,0,1
1351,0,1,0,0
1352,1,0,0,2
1353,1,0,0,0
1354,0,0,1,1
1355,2,0,1,6
1356,1,1,0,1
1357,1,1,0,0
1358,0,1,0,3
