job_sector,income_category,age_category,rate
0,0,0,0
0,0,1,0.116231984
0,0,2,0.119805391
0,1,0,0
0,1,1,0.251644393
0,1,2,0.169069885
0,2,0,0
0,2,1,0.432905389
0,2,2,0.371419323
1,0,0,0.299799014
1,0,1,0.378415859
1,0,2,0.225078691
1,1,0,0.403098107
1,1,1,0.495763207
1,1,2,0.327915891
1,2,0,0.27295291
1,2,1,0.686163354
1,2,2,0.510432202
