checkpoint_name,timestamp,land_use,accessibility,school_destination_size,workplace_destination_size,school_modeled_size,workplace_modeled_size,person_windows,households,persons,tours,joint_tour_participants,trips,plans
init,2022-03-04 03:55:35.996007,init,,,,,,,,,,,,
trip_mode_choice,2022-03-04 03:55:36.718008,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,
generate_beam_plans,2022-03-04 03:56:45.323017,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,generate_beam_plans
write_data_dictionary,2022-03-04 03:56:45.538486,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,trip_mode_choice,generate_beam_plans
